,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
43586,Firebrand (Mira Historical Romance),26,110,4.230769230769231
85689,Notes From a Small Planet,87,368,4.2298850574712645
16571,Blindness (Harvest Book),96,406,4.229166666666667
84718,"Nighttime Is My Time (Clark, Mary Higgins)",35,148,4.228571428571429
134734,The Rules of Attraction,22,93,4.2272727272727275
154390,Wildlife Preserves,22,93,4.2272727272727275
31082,Death of a Stranger,31,131,4.225806451612903
140824,The World According to Garp,116,490,4.224137931034483
74561,"Magic's Pawn (The Last Herald-Mage Series, Book 1)",41,173,4.219512195121951
137912,The Things They Carried,64,270,4.21875
110301,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,64,270,4.21875
48677,Girl with a Pearl Earring,526,2219,4.218631178707224
153116,Where the Red Fern Grows,133,561,4.2180451127819545
84315,Night,202,852,4.217821782178218
38963,Ella Enchanted (Trophy Newbery),46,194,4.217391304347826
2985,"A Knight of the Word (The Word and the Void Trilogy, Book 2)",23,97,4.217391304347826
97331,Restaurant at the End of the Universe,23,97,4.217391304347826
110377,Succulent Wild Woman,60,253,4.216666666666667
41795,Fall on Your Knees,60,253,4.216666666666667
25525,Confessions of a Failed Southern Lady,38,160,4.2105263157894735
134114,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),59,248,4.203389830508475
138430,The Treasure Box,30,126,4.2
120899,The Diamond Age,35,147,4.2
62036,Jailbird,30,126,4.2
14280,Being There,25,105,4.2
70125,"Life,the Universe and Everything",56,235,4.196428571428571
107352,"Soul of the Fire (Sword of Truth, Book 5)",36,151,4.194444444444445
137295,"The Summer Tree (The Fionavar Tapestry, Book 1)",31,130,4.193548387096774
108560,Stand,57,239,4.192982456140351
115461,The Bad Girl's Guide to Getting What You Want,26,109,4.1923076923076925
96620,Red Leaves,26,109,4.1923076923076925
49496,Gone For Good,52,218,4.1923076923076925
43339,Finding Fish,21,88,4.190476190476191
57476,I Am Legend,32,134,4.1875
71752,Lonesome Dove,81,339,4.185185185185185
44753,Follow the River,38,159,4.184210526315789
83652,Nerilka's Story (Dragonriders of Pern (Paperback)),44,184,4.181818181818182
15683,Bill Bryson African Diary,22,92,4.181818181818182
122310,The Eyes of the Dragon,110,460,4.181818181818182
123918,The Girlfriends' Guide to Pregnancy,39,163,4.17948717948718
6065,About a Boy (Movie Tie-In),106,443,4.179245283018868
4694,A Swiftly Tilting Planet,62,259,4.17741935483871
115293,The Autobiography of Malcolm X,74,309,4.175675675675675
7862,All the Names,40,167,4.175
116760,The Blue Sword,40,167,4.175
114994,"The Arctic Incident (Artemis Fowl, Book 2)",63,263,4.174603174603175
88825,Outlander,283,1181,4.173144876325089
68885,Legends of the Fall,29,121,4.172413793103448
81021,Mrs. Mike,29,121,4.172413793103448
9951,Anne Frank's Tales from the Secret Annex,35,146,4.171428571428572
135930,The Ship Who Searched,35,146,4.171428571428572
74562,"Magic's Price (The Last Herald-Mage Series, Book 3)",30,125,4.166666666666667
107159,Songlines,36,150,4.166666666666667
135928,The Ship Who Sang,30,125,4.166666666666667
23268,Chronicle of a Death Foretold,36,150,4.166666666666667
10610,"Archangel (Samaria Trilogy, Book 1)",37,154,4.162162162162162
79907,Moonheart (Newford),25,104,4.16
109278,Stick A Geranium In Your Hat And Be Happy!,25,104,4.16
137343,The Sunday Wife,25,104,4.16
87487,One Flew Over the Cuckoo's Nest,113,470,4.15929203539823
83110,Naked,196,815,4.158163265306122
139788,"The Waste Lands (The Dark Tower, Book 3)",96,399,4.15625
114690,"The Amber Spyglass (His Dark Materials, Book 3)",141,586,4.156028368794326
90326,Pattern Recognition,58,241,4.155172413793103
115579,The Baron in the Trees,26,108,4.153846153846154
51103,Gunpowder Green,26,108,4.153846153846154
102736,Seizure,26,108,4.153846153846154
2408,"A Game of Thrones (A Song of Ice and Fire, Book 1)",92,382,4.1521739130434785
111551,Swimming (Ballantine Reader's Circle),33,137,4.151515151515151
54616,Hiroshima,67,278,4.149253731343284
52375,Harry Potter y la piedra filosofal,27,112,4.148148148148148
104240,"Ship of Magic (The Liveship Traders, Book 1)",21,87,4.142857142857143
7596,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,21,87,4.142857142857143
152418,What's A Girl Gotta Do,21,87,4.142857142857143
130014,The Moon Is a Harsh Mistress,35,145,4.142857142857143
117896,"The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)",42,174,4.142857142857143
8584,American Indian Myths and Legends (Pantheon Fairy Tale and Folklore Library),28,116,4.142857142857143
51664,Hamlet,63,261,4.142857142857143
46262,Friedhof der Kuscheltiere. Roman.,35,145,4.142857142857143
43668,Firestarter (Signet Book),36,149,4.138888888888889
148311,Unnatural Selections,36,149,4.138888888888889
117056,The Book of Three (Chronicles of Prydain (Paperback)),29,120,4.137931034482759
71252,Lizard,29,120,4.137931034482759
157748,stardust,51,211,4.137254901960785
121377,"The Drawing of the Three (The Dark Tower, Book 2)",179,740,4.134078212290503
47615,Gathering Blue (Readers Circle),45,186,4.133333333333334
81857,My Antonia,76,314,4.131578947368421
41087,Extension Du Domain De La Lutte,23,95,4.130434782608695
36104,Dragonsinger (Harper Hall Trilogy),23,95,4.130434782608695
137255,"The Subtle Knife (His Dark Materials, Book 2)",225,928,4.124444444444444
104613,Sideways Stories from Wayside School (Wayside School),42,173,4.119047619047619
122372,The Face on the Milk Carton,42,173,4.119047619047619
143742,Tiger Eyes,34,140,4.117647058823529
125656,The Hound of the Baskervilles,34,140,4.117647058823529
138361,The Tragedy of Hamlet Prince of Denmark (Signet Classic Shakespeare Series),26,107,4.115384615384615
43672,"Firestorm (Johansen, Iris)",26,107,4.115384615384615
96571,Red Dwarf,26,107,4.115384615384615
30244,Dead Girls Don't Wear Diamonds (Blackbird Sisters Mysteries),26,107,4.115384615384615
116476,The Birth of Venus,35,144,4.114285714285714
98527,Robots of Dawn (Robots of Dawn),27,111,4.111111111111111
140825,The World According to Garp (Ballantine Reader's Circle),37,152,4.108108108108108
139395,The View from Saturday (Jean Karl Books (Paperback)),28,115,4.107142857142857
19820,CRUEL AND UNUSUAL,28,115,4.107142857142857
62001,Jade Peony,28,115,4.107142857142857
153108,Where the Heart Is (Oprah's Book Club (Paperback)),585,2402,4.105982905982906
136193,"The Sinister Pig (Hillerman, Tony)",29,119,4.103448275862069
109493,"Stone of Tears (Sword of Truth, Book 2)",50,205,4.1
120672,The Defiant Hero,30,123,4.1
101158,Say No to Joe?,21,86,4.095238095238095
137324,The Sun Also Rises (A Scribner classic),21,86,4.095238095238095
68710,Leaves of Grass (Bantam Classics),21,86,4.095238095238095
48315,Ghost World,21,86,4.095238095238095
118165,The Cat Who Walks Through Walls,42,172,4.095238095238095
82427,My Place,21,86,4.095238095238095
137828,The Terminal Experiment,21,86,4.095238095238095
138271,The Tortilla Curtain,66,270,4.090909090909091
70064,Life of Pi,664,2715,4.088855421686747
115681,The Bean Trees,389,1590,4.087403598971722
85323,Nobody's Fool (Vintage Contemporaries),23,94,4.086956521739131
135373,The Secret Garden,155,633,4.083870967741936
133937,The Red Hat Club,24,98,4.083333333333333
93623,Pride and Prejudice (Oxford World's Classics),24,98,4.083333333333333
31432,Defy Not The Heart,25,102,4.08
18871,Buddha of Suburbia,38,155,4.078947368421052
14093,Before Women Had Wings (Ballantine Reader's Circle),64,261,4.078125
118173,The Cat Who Went up the Creek,39,159,4.076923076923077
149077,Velvet Angel,26,106,4.076923076923077
23638,Civil Disobedience and Other Essays (Dover Thrift Editions),26,106,4.076923076923077
5841,ANGELA'S ASHES,279,1137,4.075268817204301
90492,Pearl,41,167,4.073170731707317
118184,The Cat in the Hat Comes Back (I Can Read It All by Myself Beginner Books),28,114,4.071428571428571
50194,Great Expectations (Bantam Classic),28,114,4.071428571428571
132938,The Power of One,57,232,4.0701754385964914
42318,Farmer Boy (Little House),43,175,4.069767441860465
106329,"Snow White, Blood Red",30,122,4.066666666666666
87197,On the Road,120,488,4.066666666666666
138910,The Unbearable Lightness of Being,60,244,4.066666666666666
55856,Hot Six (A Stephanie Plum Novel),46,187,4.065217391304348
120406,The Daughters of Cain,31,126,4.064516129032258
35883,Dracula,78,317,4.064102564102564
47680,Geek Love,111,451,4.063063063063063
10671,Are You Experienced?,32,130,4.0625
67254,Lady of the Forest,32,130,4.0625
34374,Dirty Work (Stone Barrington Novels (Paperback)),32,130,4.0625
14044,Bee Season,34,138,4.0588235294117645
45546,Foundation (Foundation Novels (Paperback)),68,276,4.0588235294117645
35904,Dracula (Wordsworth Classics),35,142,4.057142857142857
54358,High Fidelity,247,1002,4.05668016194332
156428,Written on the Body,36,146,4.055555555555555
49675,Good in Bed,490,1987,4.055102040816327
123242,The Fountainhead,111,450,4.054054054054054
59487,In This Mountain,38,154,4.052631578947368
39665,Endymion,21,85,4.0476190476190474
110052,Street Boys,21,85,4.0476190476190474
126591,The Job,21,85,4.0476190476190474
116044,The Best American Short Stories 2001,22,89,4.045454545454546
135538,"The Secret of the Old Clock (Nancy Drew Mystery Stories, No 1)",45,182,4.044444444444444
49347,Golden Buddha (Oregon Files (Paperback)),24,97,4.041666666666667
31811,Der Hahn ist tot. Roman.,48,194,4.041666666666667
23617,City of the Beasts,25,101,4.04
57872,I Thee Wed,28,113,4.035714285714286
99513,Running from the Law,28,113,4.035714285714286
138150,The Time Traveler's Wife (Harvest Book),56,226,4.035714285714286
137185,The Straw Men,58,234,4.0344827586206895
54261,Hidden Prey,29,117,4.0344827586206895
16470,"Bless Me, Ultima",61,246,4.032786885245901
39624,Ender's Shadow,62,250,4.032258064516129
17064,Bluebeard,35,141,4.0285714285714285
80987,Mrs. Frisby and the Rats of Nimh,35,141,4.0285714285714285
96338,Rebecca,147,592,4.0272108843537415
132482,The Piano Tuner,37,149,4.027027027027027
102280,"Secret History, The",38,153,4.026315789473684
19832,CUCKOO'S EGG,40,161,4.025
150012,Voyager,121,487,4.024793388429752
6592,Adventures of Huckleberry Finn,81,326,4.0246913580246915
62360,Je Voudrais Que Quelqu'un M'Attende Quelque Part,42,169,4.023809523809524
833,3rd Degree,85,342,4.023529411764706
88742,Out of the Dust (Apple Signature Edition),43,173,4.023255813953488
103599,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),44,177,4.0227272727272725
129877,"The Miserable Mill (A Series of Unfortunate Events, Book 4)",47,189,4.0212765957446805
87804,One for the Money (A Stephanie Plum Novel),142,571,4.02112676056338
12267,BODY FARM,50,201,4.02
3534,A Natural History of the Senses,51,205,4.019607843137255
39453,Enchantment,51,205,4.019607843137255
156486,Wuthering Heights (Wordsworth Classics),51,205,4.019607843137255
60994,Invisible Monsters,61,245,4.016393442622951
86135,OLD MAN AND THE SEA,67,269,4.014925373134329
87547,One Hundred Years of Solitude,138,554,4.0144927536231885
8563,American Gods,302,1210,4.006622516556291
105626,Skipping Christmas,322,1290,4.0062111801242235
13489,Bastard Out of Carolina,167,669,4.005988023952096
116988,The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),22,88,4.0
53142,Hearts Aflame,26,104,4.0
104586,Siddharta Romanzo Versione Di M Mila,34,136,4.0
139833,The Wave (Laurel Leaf Books),22,88,4.0
157484,Zen Attitude,21,84,4.0
62175,Jane Eyre (Wordsworth Classics),38,152,4.0
62152,Jane Eyre,84,336,4.0
75294,"Man from Mundania (Xanth Trilogy, No 12)",32,128,4.0
75639,Many Waters,40,160,4.0
154010,Widow's Walk (Spenser Mysteries (Hardcover)),30,120,4.0
127689,"The League of Extraordinary Gentlemen, Vol. 1",33,132,4.0
83226,Narcissus and Goldmund,21,84,4.0
136342,"The Slippery Slope (A Series of Unfortunate Events, Book 10)",28,112,4.0
135668,The Serpent's Shadow,21,84,4.0
96027,Ravage,26,104,4.0
124653,The Grey King,24,96,4.0
132434,The Phantom of the Opera (Signet Classics (Paperback)),24,96,4.0
124133,"The Golden Compass (His Dark Materials, Book 1)",336,1344,4.0
13073,Baltasar and Blimunda,21,84,4.0
45869,Frankenstein or the Modern Prometheus (Penguin Classics),27,108,4.0
7894,All the Weyrs of Pern (Dragonriders of Pern (Paperback)),48,192,4.0
37181,Earth Song,22,88,4.0
5249,A Wind in the Door (Laurel Leaf Books),34,136,4.0
22565,Chicken Soup for the Soul at Work (Chicken Soup for the Soul Series (Paper)),45,180,4.0
16683,Blood Price (Daw Book Collectors),22,88,4.0
1673,A College of Magics,21,84,4.0
44481,Flowers In The Attic (Dollanganger),76,304,4.0
42188,Fantastic Beasts and Where to Find Them,26,104,4.0
93610,Pride and Prejudice,182,726,3.989010989010989
62153,Jane Eyre (Bantam Classics),91,363,3.989010989010989
99543,Russendisko.,61,243,3.9836065573770494
10128,Another Roadside Attraction,61,243,3.9836065573770494
155372,"Wizard and Glass (The Dark Tower, Book 4)",146,581,3.9794520547945207
7729,All Things Bright and Beautiful,46,183,3.9782608695652173
152400,What to Expect When You're Expecting (Revised Edition),133,529,3.9774436090225564
134912,The Salaryman's Wife (Children of Violence Series),42,167,3.9761904761904763
153609,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,162,644,3.9753086419753085
113122,Tears of the Giraffe (No.1 Ladies Detective Agency),202,803,3.9752475247524752
36110,Dragonsong,35,139,3.9714285714285715
106620,Solaris,34,135,3.9705882352941178
45052,For Whom the Bell Tolls,34,135,3.9705882352941178
5289,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",68,270,3.9705882352941178
129320,The Martian Chronicles,65,258,3.9692307692307693
21847,Chain Letter (Avon Camelot Books (Paperback)),31,123,3.967741935483871
98976,Rosemary's Baby,29,115,3.9655172413793105
118960,The Color Purple,314,1245,3.964968152866242
21375,Catch 22,140,555,3.9642857142857144
104845,Silk,54,214,3.962962962962963
16754,Blood and Chocolate,26,103,3.9615384615384617
104740,Silence of the Lambs,256,1014,3.9609375
112441,Tales of the Unexpected,25,99,3.96
33466,Die Jury. Roman.,25,99,3.96
129915,The Mists of Avalon,194,768,3.9587628865979383
13902,Beauty's Punishment (Sleeping Beauty),24,95,3.9583333333333335
113538,Tender Is the Storm,24,95,3.9583333333333335
12891,Bad Girls of the Bible and What We Can Learn from Them,24,95,3.9583333333333335
140717,The Women's Room,24,95,3.9583333333333335
146616,Tully,24,95,3.9583333333333335
109805,Straight Man,24,95,3.9583333333333335
17559,Bootlegger's Daughter,23,91,3.9565217391304346
44846,Fool on the Hill. Roman.,23,91,3.9565217391304346
85165,No Second Chance,23,91,3.9565217391304346
73449,Lucifer's Hammer,44,174,3.9545454545454546
20914,Carpe Jugulum (Discworld Novels (Paperback)),22,87,3.9545454545454546
28998,Dark Fire,22,87,3.9545454545454546
144292,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, Book 3)",22,87,3.9545454545454546
129376,The Master and Margarita,63,249,3.9523809523809526
29406,Das Haus der Schwestern.,21,83,3.9523809523809526
126901,The Killing Dance (Anita Blake Vampire Hunter (Paperback)),21,83,3.9523809523809526
24523,Collected Poems of Emily Dickinson,21,83,3.9523809523809526
66172,LONESOME DOVE,58,229,3.9482758620689653
36058,Dragonquest (Dragonquest),38,150,3.9473684210526314
139585,The WEDDING,38,150,3.9473684210526314
86309,Obsidian Butterfly,53,209,3.943396226415094
88275,Organizing from the Inside Out,35,138,3.942857142857143
23581,City of Bones,136,536,3.9411764705882355
39948,"Eragon (Inheritance, Book 1)",68,268,3.9411764705882355
127561,The Last Unicorn,34,134,3.9411764705882355
5419,A Year in Provence,150,591,3.94
96450,Reckless,33,130,3.9393939393939394
22540,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),48,189,3.9375
47847,Gentle Rogue (Malory Novels (Paperback)),32,126,3.9375
13928,Because of Winn-Dixie,32,126,3.9375
80465,Mostly Harmless,45,177,3.933333333333333
101034,Savage Thunder,45,177,3.933333333333333
103000,Sense and Sensibility (Penguin Popular Classics),44,173,3.9318181818181817
63378,Julie and Romeo,29,114,3.9310344827586206
39627,Enders Game,29,114,3.9310344827586206
