,ISBN,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
3440,0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,283,1233,4.3568904593639575
15031,0156007754,Blindness (Harvest Book),91,396,4.351648351648351
54378,0399140093,Mind Prey,23,100,4.3478260869565215
85786,055327824X,Of Mice and Men,23,100,4.3478260869565215
83728,0553213377,The Three Musketeers (Bantam Classics),23,100,4.3478260869565215
52737,0394900014,Cat in the Hat (I Can Read It All by Myself Beginner Books),23,100,4.3478260869565215
104681,0679721037,Hiroshima,52,226,4.346153846153846
43543,0375504613,A Short Guide to a Happy Life,78,339,4.346153846153846
59029,043912042X,Esperanza Rising,29,126,4.344827586206897
27755,0345318854,With a Tangled Skein (Incarnations of Immortality (Paperback)),35,152,4.3428571428571425
6892,0064408647,"The Ersatz Elevator (A Series of Unfortunate Events, Book 6)",35,152,4.3428571428571425
45985,0380753006,Savage Thunder,38,165,4.342105263157895
181781,8806142100,Io Non Ho Paura,41,178,4.341463414634147
127823,0812548051,"Wizard's First Rule (Sword of Truth, Book 1)",68,295,4.338235294117647
85512,0553272535,Night,181,785,4.337016574585635
20866,0312195516,The Red Tent (Bestselling Backlist),723,3134,4.334716459197787
101885,067173783X,The Lion's Lady,21,91,4.333333333333333
6175,0061092177,Small Gods (Discworld Novels (Paperback)),45,195,4.333333333333333
54858,0399152288,R is for Ricochet,27,117,4.333333333333333
27830,0345322231,Being a Green Mother (Incarnations of Immortality (Paperback)),33,143,4.333333333333333
49359,0385333846,Slaughterhouse-Five,21,91,4.333333333333333
13930,0142001430,Year of Wonders,169,732,4.331360946745562
102036,0671744216,The Secret,58,251,4.327586206896552
10972,014023828X,The Tortilla Curtain,40,173,4.325
12660,0140440046,Candide (Penguin Classics),53,229,4.320754716981132
54713,0399148760,Seizure,25,108,4.32
29778,0345424603,The Masterharper of Pern (Dragonriders of Pern (Paperback)),25,108,4.32
181004,8478884459,Harry Potter y la piedra filosofal,22,95,4.318181818181818
8261,0099771519,Memoirs of a Geisha Uk,163,703,4.3128834355828225
64225,0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),90,388,4.311111111111111
104901,0679732411,Gift from the Sea,58,250,4.310344827586207
142257,0886773784,"Arrows of the Queen ( The Heralds of Valdemar, Book 1)",29,125,4.310344827586207
77348,050552354X,Dark Desire (Paranormal Romance),29,125,4.310344827586207
101676,0671727796,The Color Purple,136,586,4.3088235294117645
28225,0345338588,"On a Pale Horse (Incarnations of Immortality, Bk. 1)",52,224,4.3076923076923075
88169,055356983X,Anne Frank's Tales from the Secret Annex,26,112,4.3076923076923075
108547,0689711522,Silver on the Tree,26,112,4.3076923076923075
101338,0671705091,A Knight in Shining Armor,49,211,4.3061224489795915
11245,0140266771,Larry's Party,23,99,4.304347826086956
29759,0345423399,A Kiss of Shadows (Meredith Gentry Novels (Hardcover)),23,99,4.304347826086956
24235,0316158720,The Archivist,23,99,4.304347826086956
8220,0099521016,Midnight In the Garden of Good and Evil,33,142,4.303030303030303
88331,0553573403,"A Game of Thrones (A Song of Ice and Fire, Book 1)",87,374,4.2988505747126435
9524,0140067477,The Tao of Pooh,189,812,4.296296296296297
144371,0894803204,The Book of Questions,68,292,4.294117647058823
61698,0440226686,Blood and Chocolate,24,103,4.291666666666667
133885,0836218663,The Revenge Of The Baby-Sat,24,103,4.291666666666667
104530,0679459626,Flesh and Blood,56,240,4.285714285714286
101572,0671722751,Macbeth,28,120,4.285714285714286
105381,067978148X,The Rules of Attraction,21,90,4.285714285714286
182050,8845247414,Il Piccolo Principe,21,90,4.285714285714286
74668,0451523733,Adventures of Huckleberry Finn,21,90,4.285714285714286
86306,0553291955,The Thin Woman,25,107,4.28
28249,0345339711,"The Two Towers (The Lord of the Rings, Part 2)",177,757,4.27683615819209
62585,0440418321,"The Golden Compass (His Dark Materials, Book 1)",47,201,4.276595744680851
43794,0375713344,Geek Love,29,124,4.275862068965517
165077,1878448900,Girl in Hyacinth Blue,29,124,4.275862068965517
4185,0060830956,Brave New World,40,171,4.275
62514,0440414806,Holes (Yearling Newbery),154,658,4.2727272727272725
106985,0684853523,On Writing,59,252,4.271186440677966
178927,8423310353,El Camino (Coleccion Destinolibro),26,111,4.269230769230769
28158,0345335708,"Castle of Wizardry (The Belgariad, Book 4)",30,128,4.266666666666667
162846,1853260231,Frankenstein (Wordsworth Classics),30,128,4.266666666666667
46891,0380789019,Neverwhere,237,1011,4.265822784810126
104735,0679723161,Lolita (Vintage International),98,418,4.26530612244898
174040,3453007867,Friedhof der Kuscheltiere. Roman.,34,145,4.264705882352941
63405,0441001971,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),57,243,4.2631578947368425
15837,0192833553,Pride and Prejudice (Oxford World's Classics),23,98,4.260869565217392
162863,1853260401,Three Musketeers (Wordsworth Classics),23,98,4.260869565217392
106952,0684848406,The SECRET BOOK OF GRAZIA DEI ROSSI,23,98,4.260869565217392
83657,0553212451,The Jungle (Bantam Classics),50,213,4.26
106501,0684804522,GARDEN OF EDEN,27,115,4.2592592592592595
76660,0486284735,Pride and Prejudice (Dover Thrift Editions),35,149,4.257142857142857
50030,0385505833,Skipping Christmas,210,893,4.252380952380952
72571,0451191145,Atlas Shrugged,111,472,4.252252252252252
6679,0064401871,A Little Princess,28,119,4.25
71882,0451163966,One Flew Over the Cuckoo's Nest,108,459,4.25
175562,3499226375,Mondscheintarif,28,119,4.25
63452,0441003257,Good Omens,168,713,4.244047619047619
63341,0440998050,A Wrinkle in Time,156,662,4.243589743589744
104731,0679723110,Grendel,54,229,4.2407407407407405
66692,0446532231,"Dude, Where's My Country?",175,742,4.24
6218,0061094110,Running from the Law,25,106,4.24
53774,0395926882,The Best American Short Stories 2001,21,89,4.238095238095238
127537,0812533054,"Seventh Son (Tales of Alvin Maker, Book 1)",34,144,4.235294117647059
121459,0786883219,Brain Droppings,30,127,4.233333333333333
28563,0345354931,Night Mare (Xanth Novels (Paperback)),26,110,4.230769230769231
151921,1551668017,Firebrand (Mira Historical Romance),26,110,4.230769230769231
29589,0345413369,"The Subtle Knife (His Dark Materials, Book 2)",91,385,4.230769230769231
81958,0552996009,Notes From a Small Planet,87,368,4.2298850574712645
49847,0385486804,Into the Wild,244,1032,4.229508196721311
112858,074320607X,"Nighttime Is My Time (Clark, Mary Higgins)",35,148,4.228571428571429
80716,0525244581,The Tao of Pooh,22,93,4.2272727272727275
104482,0679454454,Sick Puppy,44,186,4.2272727272727275
133876,0836218426,Wildlife Preserves,22,93,4.2272727272727275
66520,0446522597,The Winner,31,131,4.225806451612903
142241,0886773520,"Magic's Pawn (The Last Herald-Mage Series, Book 1)",41,173,4.219512195121951
13936,0142001740,The Secret Life of Bees,615,2595,4.219512195121951
175061,3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,64,270,4.21875
75500,0452282152,Girl with a Pearl Earring,526,2219,4.218631178707224
88359,0553574108,I Thee Wed,23,97,4.217391304347826
6831,0064407055,Ella Enchanted (Trophy Newbery),46,194,4.217391304347826
29780,0345424646,"A Knight of the Word (The Word and the Void Trilogy, Book 2)",23,97,4.217391304347826
98204,0671442686,Restaurant at the End of the Universe,23,97,4.217391304347826
106790,068483376X,Succulent Wild Woman,60,253,4.216666666666667
29537,0345410017,Fahrenheit 451,28,118,4.214285714285714
81296,052594527X,Girl With a Pearl Earring,66,278,4.212121212121212
54236,0399135782,The Kitchen God's Wife,33,139,4.212121212121212
75167,0452262143,"The Drawing of the Three (The Dark Tower, Book 2)",48,202,4.208333333333333
54748,0399149422,The Cat Who Brought Down the House,29,122,4.206896551724138
51549,0394585852,Personal History,29,122,4.206896551724138
75475,0452281032,The Mammy,44,185,4.204545454545454
29322,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),59,248,4.203389830508475
52223,0394820371,The Phantom Tollbooth,118,496,4.203389830508475
88324,0553573314,The Diamond Age,35,147,4.2
67534,0446679593,Suzanne's Diary for Nicholas,147,617,4.197278911564626
24998,0330267388,"Life,the Universe and Everything",56,235,4.196428571428571
49418,038533558X,Gone For Good,52,218,4.1923076923076925
126562,0811828964,The Bad Girl's Guide to Getting What You Want,26,109,4.1923076923076925
158534,1573228214,High Fidelity,73,306,4.191780821917808
3733,0060539860,Finding Fish,21,88,4.190476190476191
28250,0345339738,"The Return of the King (The Lord of the Rings, Part 3)",173,724,4.184971098265896
47525,0380816547,Island of the Sequined Love Nun,38,159,4.184210526315789
46879,0380788624,Cryptonomicon,49,205,4.183673469387755
50316,039304632X,The Voyage of the Narwhal,22,92,4.181818181818182
28240,0345339495,Nerilka's Story (Dragonriders of Pern (Paperback)),44,184,4.181818181818182
50051,0385605145,Bill Bryson African Diary,22,92,4.181818181818182
54587,0399146008,Shock,50,209,4.18
158562,1573229571,About a Boy (Movie Tie-In),106,443,4.179245283018868
6214,006109398X,The Treasure Box,28,117,4.178571428571429
6926,0064410129,"The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)",40,167,4.175
79921,0517577402,Mostly Harmless,23,96,4.173913043478261
29321,0345391802,The Hitchhiker's Guide to the Galaxy,145,605,4.172413793103448
50542,0393314804,Trainspotting,29,121,4.172413793103448
101514,0671721291,The Ship Who Searched,35,146,4.171428571428572
61152,0440212561,Outlander,216,901,4.171296296296297
47348,0380807343,Coraline,59,246,4.169491525423729
142275,0886774268,"Magic's Price (The Last Herald-Mage Series, Book 3)",30,125,4.166666666666667
6893,0064408655,"The Vile Village (A Series of Unfortunate Events, Book 7)",36,150,4.166666666666667
63475,0441003745,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),54,225,4.166666666666667
83707,0553213105,Pride and Prejudice,85,354,4.1647058823529415
63497,0441004326,"Archangel (Samaria Trilogy, Book 1)",37,154,4.162162162162162
72932,0451202473,Bones,31,129,4.161290322580645
846,0007110928,Billy,50,208,4.16
136430,0849932017,Stick A Geranium In Your Hat And Be Happy!,25,104,4.16
22503,0312890044,Moonheart (Newford),25,104,4.16
158507,1573226521,The Beach,57,237,4.157894736842105
160998,1588720020,Crossing Over,26,108,4.153846153846154
58099,0425184056,Gunpowder Green,26,108,4.153846153846154
44677,038039586X,Watership Down,26,108,4.153846153846154
75487,0452281636,Ralph's Party,26,108,4.153846153846154
15143,0156106809,The Baron in the Trees,26,108,4.153846153846154
30124,0345442768,Swimming (Ballantine Reader's Circle),33,137,4.151515151515151
30169,0345444884,The Talisman,103,427,4.145631067961165
7264,0064471969,Shade's Children,21,87,4.142857142857143
118665,0767907809,Bookends,28,116,4.142857142857143
54249,0399136150,The Sum of All Fears,28,116,4.142857142857143
11285,0140272658,Are You Experienced?,28,116,4.142857142857143
6624,0064400050,By the Shores of Silver Lake (Little House),35,145,4.142857142857143
118633,0767902890,The Things They Carried,63,261,4.142857142857143
11023,0140244816,What's A Girl Gotta Do,21,87,4.142857142857143
2793,0060177888,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,21,87,4.142857142857143
96277,0670879045,My Year of Meats,21,87,4.142857142857143
51962,0394740181,American Indian Myths and Legends (Pantheon Fairy Tale and Folklore Library),28,116,4.142857142857143
70982,0451099648,Firestarter (Signet Book),36,149,4.138888888888889
133889,0836218817,Unnatural Selections,36,149,4.138888888888889
4528,0060934719,stardust,51,211,4.137254901960785
61803,0440229499,Gathering Blue (Readers Circle),45,186,4.133333333333334
158487,1573225517,High Fidelity,105,434,4.133333333333334
67354,0446670111,Einstein's Dreams,98,405,4.13265306122449
25259,0330332775,Bridget Jones's Diary,130,537,4.130769230769231
158558,1573229350,Best Friends,23,95,4.130434782608695
70131,0449235998,Lucifers Hammer,23,95,4.130434782608695
170154,2290045764,Extension Du Domain De La Lutte,23,95,4.130434782608695
86365,0553293257,Rendezvous,23,95,4.130434782608695
84974,0553258540,Dragonsinger (Harper Hall Trilogy),23,95,4.130434782608695
49012,0385302304,Outlander,24,99,4.125
69249,0449207544,Proof,24,99,4.125
72709,0451196716,The Long Walk,40,165,4.125
105221,0679760806,The Master and Margarita,40,165,4.125
9342,0140051317,Tales of the Unexpected,24,99,4.125
84550,0553246895,The Heart of a Woman,24,99,4.125
4470,0060929790,One Hundred Years of Solitude,82,338,4.121951219512195
127948,0812551478,"Blood of the Fold (Sword of Truth, Book 3)",41,169,4.121951219512195
10442,0140157379,Haroun and the Sea of Stories,25,103,4.12
6627,0064400085,These Happy Golden Years (Little House),25,103,4.12
29448,0345403959,Belgarath the Sorcerer,25,103,4.12
61465,0440220653,The Face on the Milk Carton,42,173,4.119047619047619
45006,0380698714,Sideways Stories from Wayside School (Wayside School),42,173,4.119047619047619
24626,0316779490,Naked,60,247,4.116666666666666
89134,0553803409,"Firestorm (Johansen, Iris)",26,107,4.115384615384615
73207,0451208862,Dead Girls Don't Wear Diamonds (Blackbird Sisters Mysteries),26,107,4.115384615384615
10175,0140124373,Red Dwarf,26,107,4.115384615384615
54709,039914868X,The Short Forever,26,107,4.115384615384615
74548,0451521285,The Tragedy of Hamlet Prince of Denmark (Signet Classic Shakespeare Series),26,107,4.115384615384615
107087,0684874350,ANGELA'S ASHES,269,1107,4.115241635687732
24551,0316693006,Four Blind Mice,122,502,4.114754098360656
150617,1400060737,The Birth of Venus,35,144,4.114285714285714
150555,1400033543,You Shall Know Our Velocity,44,181,4.113636363636363
12683,0140440410,Anna Karenina (Penguin Classics),27,111,4.111111111111111
63952,0441068804,The Blue Sword,27,111,4.111111111111111
27683,0345315715,Robots of Dawn (Robots of Dawn),27,111,4.111111111111111
100992,067168390X,Lonesome Dove,74,304,4.108108108108108
29649,0345418018,The World According to Garp (Ballantine Reader's Circle),37,152,4.108108108108108
108824,0689817215,The View from Saturday (Jean Karl Books (Paperback)),28,115,4.107142857142857
106349,0684195305,CRUEL AND UNUSUAL,28,115,4.107142857142857
151226,1550544683,Jade Peony,28,115,4.107142857142857
67396,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),585,2402,4.105982905982906
148259,0943233437,Random Acts of Kindness,38,156,4.105263157894737
22937,0312950586,Every Living Thing,38,156,4.105263157894737
2950,006019443X,"The Sinister Pig (Hillerman, Tony)",29,119,4.103448275862069
86827,0553377884,Skinny Legs and All,49,201,4.1020408163265305
72572,0451191153,The Fountainhead,79,324,4.10126582278481
56425,0425093328,The Cat Who Walks Through Walls,30,123,4.1
66653,0446530891,Split Second,51,209,4.098039215686274
51576,0394587863,The Witching Hour (Lives of the Mayfair Witches),31,127,4.096774193548387
148550,0949206318,My Place,21,86,4.095238095238095
83576,0553211161,Leaves of Grass (Bantam Classics),21,86,4.095238095238095
5560,0061053104,The Terminal Experiment,21,86,4.095238095238095
106484,0684803860,DAUGHTER OF TIME,42,172,4.095238095238095
43628,0375701966,The Moviegoer,21,86,4.095238095238095
1113,0020518706,The Sun Also Rises (A Scribner classic),21,86,4.095238095238095
132582,082177512X,Say No to Joe?,21,86,4.095238095238095
82511,0553107305,Chopping Spree,33,135,4.090909090909091
43246,0375406530,Waiting,55,225,4.090909090909091
106419,0684801051,TIME AND AGAIN,44,180,4.090909090909091
66071,0446391301,Geek Love,80,327,4.0875
57854,0425176487,The Pull of the Moon,23,94,4.086956521739131
105163,0679753338,Nobody's Fool (Vintage Contemporaries),23,94,4.086956521739131
4324,0060915544,The Bean Trees,244,997,4.086065573770492
56898,0425129586,And Then There Were None,60,245,4.083333333333333
171400,3257229364,Endstation Venedig. Commissario Brunettis zweiter Fall.,24,98,4.083333333333333
121560,0786890444,The Sunday Wife,24,98,4.083333333333333
