,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1714,0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group
1727,0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
1729,0316969680,The Beach House,James Patterson,2002,"Little, Brown"
1749,0440418569,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2003,Yearling
1750,0786014210,Darkness,Sam Siciliano,2001,Kensington Publishing Corporation
1757,0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
1774,0425177173,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group
1776,0440224764,The Partner,John Grisham,1998,Dell Publishing Company
1777,0553572997,The Alienist,Caleb Carr,1995,Bantam Books
1779,0380727501,Notes from a Small Island,Bill Bryson,1997,Perennial
1785,0440208912,Harvest,BELVA PLAIN,1991,Dell
1787,0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette
1788,0515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books
1789,0515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books
1791,0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books
1793,0385486804,Into the Wild,Jon Krakauer,1997,Anchor
1802,0440236673,The Brethren,John Grisham,2000,Island
1813,0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
1818,0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
1821,0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group
1828,0060175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins
1829,1573221775,My Dream of You,Nuala O'Faolain,2001,Riverhead Books
1836,0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
1841,0385240406,Time Flies,Bill Cosby,1987,Bantam Dell Pub Group
1854,0425161242,Chromosome 6,Robin Cook,2000,Berkley Publishing Group
1859,0425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group
1860,0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books
1861,0446609323,Black Friday,James Patterson,1989,Warner Vision
1862,0316690619,Cradle and All,James Patterson,2000,Little Brown and Company
1871,0679459626,Flesh and Blood,Jonathan Kellerman,2001,Random House
1879,0671001701,Legend,Jude Deveraux,1997,Pocket
1885,0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company
1913,0670848549,Secret History,Donna Tartt,0,Penguin Putnam~childrens Hc
1921,006017935X,Hill Towns,Anne Rivers Siddons,1993,Harpercollins
1922,067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA
1931,0345425707,A Cup of Tea (Ballantine Reader's Circle),Amy Ephron,1998,Ballantine Books
1932,0765342294,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,2002,Starscape Books
1934,0670894494,The Passion of Artemisia,Susan Vreeland,2002,Viking Books
1945,0425167313,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group
1947,034540288X,The Lost World,Michael Crichton,1996,Ballantine Books
1959,0425167720,An Instance of the Fingerpost,Iain Pears,1999,Berkley Publishing Group
1961,0609610597,"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002,Crown
1962,0446519960,Absolute Power,David Baldacci,1996,Warner Books
1968,0394543971,The Icarus Agenda,Robert Ludlum,1988,Random House Value Pub
1981,0553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1992,Bantam Books
1982,0446611611,City of Bones,Michael Connelly,2003,Warner Books
1983,0446604658,Lucky You,Carl Hiaasen,1998,Warner Vision
1984,0553282476,CAT'S EYE,MARGARET ATWOOD,1989,Bantam
1985,0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books
1988,0345413903,The Murder Book,Jonathan Kellerman,2003,Ballantine Books
1994,0553582143,Body of Lies,IRIS JOHANSEN,2003,Bantam
2002,067169071X,EVERYTHING SHE EVER WANTED,Ann Rule,1993,Pocket
2009,0515090174,The Cat Who Could Read Backwards,Lilian Jackson Braun,1994,Jove Books
2010,0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,Jove Books
2011,0515111279,The Cat Who Wasn't There,Lilian Jackson Braun,1994,Jove Books
2016,0385475713,Alias Grace,Margaret Atwood,1996,Nan A. Talese
2030,0425115801,Lightning,Dean R. Koontz,1996,Berkley Publishing Group
2031,0345454073,The Homing,John Saul,2002,Ballantine Books
2033,0671024248,Hearts In Atlantis,Stephen King,2000,Pocket
2034,0553582933,Winter Moon,Dean R. Koontz,2001,Bantam Books
2035,0671034022,Mercy,Julie Garwood,2002,Pocket
2037,0451151259,Eyes of the Dragon,Stephen King,1988,Penguin Putnam~mass
2039,0446607711,The Simple Truth,David Baldacci,1999,Warner Books
2056,038548951X,Sister of My Heart,Chitra Banerjee Divakaruni,2000,Anchor Pub
2064,0060512806,Cryptonomicon,Neal Stephenson,2002,Avon Books
2075,0812505166,Wuthering Heights,Emily Bronte,1989,Tor Classics
2078,0446525804,Last Man Standing,David Baldacci,2001,Warner Books
2089,0515122491,The Maze,Catherine Coulter,1998,Jove Books
2099,0140265686,Out to Canaan (The Mitford Years),Jan Karon,1998,Viking Books
2100,0140257934,"These High, Green Hills (The Mitford Years)",Jan Karon,1997,Viking Books
2101,0140254544,A Light in the Window (The Mitford Years),Jan Karon,1996,Penguin Books
2104,0451524934,1984,George Orwell,1990,Signet Book
2112,0671027123,All Through the Night (Holiday Classics),Mary Higgins Clark,1999,Pocket
2114,0449225151,A Place Called Freedom,Ken Follett,1996,Fawcett Books
2119,0765342405,Ender's Shadow,Orson Scott Card,2002,Starscape Books
2122,0345350499,The Mists of Avalon,MARION ZIMMER BRADLEY,1987,Del Rey
2129,0743482891,Now You See Her,Linda Howard,2003,Pocket Books
2143,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
2180,0884092097,Kaleidoscope,June Stepansky,2000,A Different Voice Publishing Co.
2212,0671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press
2226,0425162788,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group
2227,0451208811,Blood Orchid,Stuart Woods,2003,Signet Book
2230,0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
2232,0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books
2234,0441102670,"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert,1996,ACE Charter
2237,0441104029,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1991,Ace Books
2241,0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books
2242,0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket
2243,0345348109,The Killer Angels,Michael Shaara,1993,Ballantine Books
2244,0451177096,Dolores Claiborne,Stephen King,2004,Signet Book
2251,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy
2253,0312852487,"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,1991,Tor Books
2256,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
2268,0099244926,The Street Lawyer,John Grisham,1999,Random House Uk Ltd
2280,0425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
2292,0060922532,Pigs in Heaven,Barbara Kingsolver,1994,Perennial
2296,0440236703,Tell No One,Harlan Coben,2002,Dell Publishing Company
2308,0316779490,Naked,David Sedaris,1997,Little Brown &amp; Co
2313,0375706410,Waiting (Vintage International),Ha Jin,2000,Vintage Books USA
2342,0553274503,Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,Bantam
2351,0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
2360,0671822209,WLD ACCORDNG GARP,John Irving,1979,Pocket
2369,0842361715,This Present Darkness,Frank E. Peretti,2002,Living Books
2370,0446527289,The First Counsel,Brad Meltzer,2001,Warner Books
2373,0345384350,Icebound,Dean R. Koontz,1995,Ballantine Books
2379,0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
2380,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
2411,0399147357,Dead Sleep,Greg Iles,2001,G. P. Putnam's Sons
2417,0345452534,The Murder Book,JONATHAN KELLERMAN,2002,Ballantine Books
2419,0316602051,The Jester,James Patterson,2003,"Little, Brown"
2426,0380796090,Watermelon,Marian Keyes,1999,Avon
2427,0446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision
2430,0061015725,Prey,Michael Crichton,2003,Avon Books
2433,0553579754,Fear Nothing,DEAN KOONTZ,1998,Bantam
2437,0449221482,J Is for Judgment,Sue Grafton,1999,Fawcett Books
2438,0316154067,Void Moon,Michael Connelly,1999,"Little, Brown"
2441,0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam
2442,0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books
2443,0553348973,Still Life with Woodpecker,TOM ROBBINS,1990,Bantam
2444,0446516538,Slow Waltz in Cedar Bend,Robert James Waller,1993,Warner Books
2445,0440214041,The Pelican Brief,John Grisham,1993,Dell
2446,0679446486,Airframe,Michael Crichton,1996,Alfred A. Knopf
2483,0440108268,The Bridge Across Forever,Richard Bach,1986,Dell
2485,044020562X,One,Richard Bach,1989,Dell
2517,0786889020,Don't Stand Too Close to a Naked Man,Tim Allen,1995,Hyperion
2525,0140386645,The Westing Game (Now in Speak!),Ellen Raskin,1997,Penguin Putnam Books for Young Readers
2526,0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books
2527,0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books
2536,0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor
2544,1573229326,How to Be Good,Nick Hornby,2002,Riverhead Books
2546,068483376X,Succulent Wild Woman,Sark,1997,Fireside
2552,0385424736,The Rainmaker,John Grisham,1995,Doubleday Books
2554,0671617028,The Color Purple,Alice Walker,1985,Pocket Books
2555,0440224772,Mirror Image,Danielle Steel,1999,Dell Publishing Company
2573,0671704664,And Then There Were None,Agatha Christie,1989,Pocket Books
2586,0739307312,The Da Vinci Code,DAN BROWN,2003,Random House Audio
2602,0446605239,The Notebook,Nicholas Sparks,1998,Warner Books
2603,0553295977,Carnal Innocence,Nora Roberts,1992,Bantam Books
2613,0440212723,Cold Sassy Tree,Olive Ann Burns,1992,Bantam Doubleday Dell
2616,0671016768,Bloodstream,Tess Gerritsen,1999,Pocket
2639,0671004549,You Belong To Me,Mary Higgins Clark,1999,Pocket Books
2643,0802139256,Peace Like a River,Leif Enger,2002,Grove Press
2644,0553565915,Embraced by the Light,Betty J. Eadie,1994,Bantam Books
2645,055356160X,Cry Wolf,TAMI HOAG,1993,Bantam
2647,0345317580,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books
2648,0345335287,The Black Unicorn (Magic Kingdom of Landover Novel),Terry Brooks,1990,Del Rey Books
2673,0515134384,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,Jove Books
2674,051512463X,The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,Jove Books
2691,0515120618,Montana Sky,Nora Roberts,2000,Jove Books
2748,1556590415,The Book of Questions,Pablo Neruda,1991,Consortium Book Sales &amp; Dist
2764,0385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,Delta
2765,0743262174,"Cry, the Beloved Country (Oprah's Book Club)",Alan Paton,2003,Scribner
2766,0515130389,Carolina Moon,Nora Roberts,2001,Jove Books
2767,080411935X,Standing in the Rainbow,FANNIE FLAGG,2003,Ballantine Books
2768,0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books
2769,0515135062,Three Fates,Nora Roberts,2004,Jove Books
2779,0743412028,Pay It Forward,Catherine Ryan Hyde,2000,Pocket
2782,0425169693,Here on Earth (Oprah's Book Club),Alice Hoffman,1999,Berkley Publishing Group
2783,0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books
2784,051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books
2802,0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books
2809,0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic
2816,0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books
2820,0886777844,Summon the Keeper,Tanya Huff,1998,Daw Books
2851,0425101452,Phantoms,Dean R. Koontz,1996,Berkley Publishing Group
2861,0553348981,Jitterbug Perfume,TOM ROBBINS,1990,Bantam
2864,0684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner
2866,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
2880,0425155943,Contagion,Robin Cook,1998,Berkley Publishing Group
2882,3257229534,Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG
2884,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
2885,034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books
2905,0886777631,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,Daw Books
2906,0425098648,Night Chills,Dean R. Koontz,1996,Berkley Publishing Group
2908,0425181103,Phantoms,Dean R. Koontz,2002,Berkley Publishing Group
2911,0451153553,Misery,Stephen King,1988,New Amer Library
2918,0425147622,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group
2919,0451180410,Mortal Fear,Greg Iles,1998,Signet Book
2921,0446360856,The Gold Coast,Nelson DeMille,1991,Warner Books
2938,0553582763,By the Light of the Moon,DEAN KOONTZ,2003,Bantam
2939,0425188809,Watchers,Dean R. Koontz,2003,Berkley Publishing Group
2940,0425092178,Strangers,Dean R. Koontz,1986,Penguin Putnam~mass
2941,0345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books
2942,034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books
2946,0425144429,Mr. Murder,Dean R. Koontz,1996,Berkley Publishing Group
2957,0451204948,A Day Late and a Dollar Short,Terry McMillan,2002,Signet Book
2960,0060175966,The Professor and the Madman,Simon Winchester,1998,HarperCollins Publishers
2961,0399144137,Rainbow Six,Tom Clancy,1998,Putnam Publishing Group
2969,0399146431,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group
2978,0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,Anchor Books/Doubleday
2987,0399141146,The Hundred Secret Senses,Amy Tan,1995,Putnam Pub Group
2992,0679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994,Vintage
2995,0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books
2996,0812533550,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1986,Tor Books
2998,0312978367,The Prometheus Deception,Robert Ludlum,2001,St. Martin's Press
3002,0812517725,"The Great Hunt (The Wheel of Time, Book 2)",Robert Jordan,1991,Tor Fantasy
3009,0399138749,Mr. Murder,Dean R. Koontz,1993,Putnam Pub Group
3015,0451191145,Atlas Shrugged,Ayn Rand,1996,Signet Book
3019,0671510126,The Good Earth (Enriched Classics),Pearl S. Buck,1994,Pocket
3020,0440403278,Number the Stars (Yearling Newbery),Lois Lowry,1990,Yearling Books
3022,0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books
3028,1844262553,Free,Paul Vincent,2003,Upfront Publishing
3035,0525945172,The Experiment,John Darnton,1999,Penguin USA
3042,0061099694,Hill Towns,Anne Rivers Siddons,1994,HarperTorch
3043,0446603309,The Witness,Sandra Brown,1996,Warner Books
3078,1559029838,Call of the Wild,Jack London,0,Selldowns/no More Orders
3107,0671023187,Term Limits,Vince Flynn,1999,Pocket Star
3109,0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage
3113,0446610100,Wish You Well,David Baldacci,2001,Warner Books
3115,0440216745,Whispers,BELVA PLAIN,1994,Dell
3120,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
3162,051512317X,Rising Tides,Nora Roberts,2001,Jove Books
3163,0515114693,Born in Fire,Nora Roberts,1994,Jove Books
3171,0380002930,Watership Down,Richard Adams,1976,Avon
3188,0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks
3199,0060958022,Five Quarters of the Orange,Joanne Harris,2002,Perennial
3222,052594527X,Girl With a Pearl Earring,Tracy Chevalier,1999,Dutton Books
3233,0375412824,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002,Knopf
3237,059045367X,"Monster Blood (Goosebumps, No 3)",R. L. Stine,1995,Scholastic
3243,0553582135,Final Target,Iris Johansen,2002,Bantam Books
3244,0671034065,Mr. Perfect,Linda Howard,2000,Atria
3251,0440237416,Warning Signs,Stephen White,2003,Dell Publishing Company
3253,0399147284,Chosen Prey,John Sandford,2001,G. P. Putnam's Sons
3266,0880381736,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,1990,TSR
3269,0385720106,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday
3270,0553208845,Siddhartha,Hermann Hesse,1981,Bantam Classics
3271,0064400581,Julie of the Wolves (Julie of the Wolves),Jean Craighead George,1972,HarperTrophy
3290,0440221471,The Runaway Jury,JOHN GRISHAM,1997,Dell
3292,0877958920,She Who Remembers,Linda Lay Shuler,1988,Arbor House Pub Co
3299,0425143325,Without Remorse,Tom Clancy,2004,Berkley Publishing Group
3300,0425180964,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,Berkley Publishing Group
3303,0399148019,The Absence of Nectar,Kathy Hepinstall,2001,G. P. Putnam's Sons
3308,0743411250,The Woman Next Door,Barbara Delinsky,2002,Pocket
3352,0061020710,The Color of Magic,Terry Pratchett,2000,HarperTorch
3357,0385199570,The Stand (The Complete and Uncut Edition),Stephen King,1990,Doubleday Books
3363,3442541751,Russendisko.,Wladimir Kaminer,2002,Goldmann
3382,044048474X,Tales of a Fourth Grade Nothing,JUDY BLUME,1976,Yearling
3410,1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,Health Communications
3413,0394588169,Jurassic Park,MICHAEL CRICHTON,1990,Knopf
3417,0553294385,"I, Robot",ISAAC ASIMOV,1991,Spectra
3419,1558746161,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series),Jack Canfield,1998,HCI Teens
3425,0553563521,Devil's Waltz (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1993,Bantam Books
3426,055357230X,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,Bantam Books
3427,0399142282,Hornet's Nest,Patricia Daniels Cornwell,1997,Putnam Publishing Group
3435,0812513711,"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,1992,Tor Fantasy
